Name,pKa,Center,Index,Smiles,Error
553_1,7.7,N,13,CC(C)OP(=O)(OC(C)C)SCC[NH+:11](C)C,0
6850,4.72,O,0,OC(CCCCc1ccccc1)=O,0.16
5098,9,N,1,C[NH+](C)CCC/N=C(c1ccccc1)\c2cccc3ccccc23,0
1520,9.28,N,11,CCCC(c1cc(C(C)=O)n[nH]1)=O,0
3361,5.15,N,11,C[C@H]1[C@@H]([NH3+])[C@@H](C)[C@@H]([NH3+])[C@@H](C)[C@H]1[NH3+],0
4336,11.8,O,11,Cc(c(Cc1ccccc1)c1O)nn1c1ccccc1,0
5569,9.26,O,13,CN(C)c(cc1)ccc1NC(/C=N/O)=O,0
378,1.8,O,14,CCOP(NS(c1ccccc1)(=O)=O)(O)=O,0
36_1,5.256,N,3,C[C@H]1C[NH+:6]=C(S1)C,0
2446,6.76,N,1,C[NH+]2CCc1cccc(c1)CCc3ccc2cc3,0
1045,9.8,O,9,CN([C@H](Cc1c2)c(cc3O)c(C4)cc3OC)[C@@H]4c1cc(OC)c2OC,0
7170,9.2,O,4,Nc2nc(O)c1[nH]cnc1n2,0
809_1,9.51,N,14,COc1c2c(cc(c1[N@@]3C[C@@H]4CCC[NH2+:22][C@@H]4C3)F)c(=O)c(cn2C5CC5)C(=O)[O-],0
1128_1,3.28,O,11,Cc1cc(ccc1OCC(=O)[OH:11])Cl,0
3454,3.0685,O,4,Cc1c(C(O)=O)c2ccccc2cc1,0.0385
2537,8.8,N,15,Cc1ccc([N+](=O)[O-])cc1/C(=N/CCC[NH+](C)C)c2ccccc2,0
487,9.2,N,5,CCCCC[NH+](CC(O)CC)CC(O)CC,0
760_1,7.65,N,6,CCC[C@@H]1C[C@H]([N@@H+:19](C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,0
2690,8.475,N,0,[NH3+]CCBr,0.015
7112,0.32,O,7,C[n+](cccc1)c1O,0
434_1,8.1,N,3,CC(C)[N@@H+:12]1CCC[C@H](C(=O)CCC1)O,0
6580,6.94,N,4,O=S1(N=CNc2cccnc12)=O,0
5499,7,N,14,C[C@@H](O)[C@H](CCC=O)O[C@@H]1O[C@@H](C)[C@H]([NH+](C)C)[C@@H](O)[C@@H]1O,0
5924,11.5,O,14,CCc(c(C)nn1c2ccccc2)c1O,0
2285,0.61,N,2,Nc1[nH+]cc([N+](=O)[O-])s1,0
3341,8.03,N,21,CCOc1ccc2C[C@H]5[C@H]3C=C[C@@H](O)[C@H]4Oc1c2[C@@]34CC[NH+]5C,0
5064,6.71,N,4,CN(C)/C=[NH+]/c1ccccc1Br,0
1901,1.31,N,11,COc2nc1ccccc1c[nH+]2,0
1413,7.71,N,1,C/[NH+]=C(C)/SC,0
1136,2.77,N,6,Nc2ccc(N=[NH+]c1ccccc1)cc2,0
102_2,9.48,N,19,CC(CN3c1ccccc1CCc2ccccc23)C[NH+](C)C,0.08
4133,3.3,O,2,O=C(O)C1CCC(C(=O)O)S1,0
933,3.55,N,12,N#Cc(cccc1)c1c1nnn[nH]1,0
4057,4.48,N,6,Cn2c(=O)c1c([nH+]cn1CC(=O)[O-])n(C)c2=O,0
411_1,9.5,N,3,CC(C)[NH2+:12]C[C@@H](c1ccccc1)O,0
3806,12.85,O,0,OC(c1ccccc1)c1ncccc1,0
6562,8.2,N,10,Cn2c1CCCCc1sc2=[NH+]N,0
6195,1.8,N,6,CCCn1nn[nH+]c1N,0
552,1.64,N,0,[NH3+]NC(=O)c1ccc[nH+]c1,0
5179,2.21,N,11,[O-][N+](=O)c2ccc1[nH]c(CCl)[nH+]c1c2,0
5225,4.7,O,11,CCOC(N1CCc2noc(O)c2CC1)=O,0
7350,7.09,N,0,[NH2+]=C(c1ccccc1)c2ccccc2,0.09
7212,9.05,O,4,Cc1cc(O)ncn1,0.05
3_1,0.46,N,1,C[NH+:3](C)Cl,0
2433,4.4,O,7,C[C@@](C1)([C@@](CCC(O)=O)(C(N2)=O)NC1=O)C2=O,0
1856,10.22,N,5,OC[C@@H]1CC[NH+]2CC[C@H](O)[C@H]12,0
5153,6.5,O,6,Oc1ccnc(O)c1,0
633_1,2.6,N,18,Cn1c2ccccc2nc1[S@@](=O)Cc3cccc[nH+:15]3,0
4621,9.21,N,0,[NH3+][C@@H]2CCc1ccccc12,0
1377,3.38,O,5,CC2(C)CC(=[OH+])C=C(N1CCCC1)C2,0
7248,11.1,N,2,NC(Nc1cc([N+]([O-])=O)ccc1)=S,0
676,6.35,N,7,[NH3+][C@H]1CCCC[C@@H]1[NH3+],0
1234_1,10.91,O,15,CC(=O)c1cccc(c1)c2ccccc2[OH:16],0
582_1,9.29,N,2,CC[NH+:16](CC)CCNC(=O)c1ccc(cc1)N,0
5254,8.05,N,2,CC[NH+](CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1,0
317,1.11,O,11,Nc1c2ncn(CCOCP(O)(O)=O)c2[nH+]cc1,0
1515,1.16,O,8,COP(NS(C)(=O)=O)(O)=O,0
436,2.2,O,0,OC(C[NH+](CC(O)=O)Cc(cccc1)c1O)=O,0
3187,10.07,N,4,CCCC[NH2+]CC(=O)[O-],0
1334,9.54,O,9,CCCCN(C(c1cc(O)ccc1)=O)c(cc1)ccc1/N=N/c(cc1)cc2c1OCCOCCOCCOCCOCCO2,0
1389_1,8.1,S,9,CC[C@](C)([C@@H](C(=O)[O-])[NH3+])[SH:10],0
6508,9.64,N,7,CC/1CCCCC1=[NH+]/CC(=O)[O-],0
3256,4.73,N,10,Cn1cccc1c2ccc[nH+]c2,0
2723,5.77,O,27,[O-][N+](c(cc1)cc(C[NH+]2CCOCCOCCOCCOCCOCC2)c1O)=O,0
4413,11.78,O,3,[O-]c(c(O)ccc1)c1[N+]([O-])=O,0
821_1,8.49,N,14,Cc1c(c(=O)n2c(n1)CCCC2)CC[NH+:27]3CCC(CC3)c4c5ccc(cc5on4)F,0
5296,7.09,N,4,C2CCN([NH+]1CCCCC1)CC2,0
4103,7.23,N,14,C3=C(c2nc1ccccc1o2)C4CC[NH+]3CC4,0
6619,4.66,N,9,Cc(cc1)c(C)cc1C(NS(c(cc1)ccc1N)(=O)=O)=O,0
2165,8.2,N,7,C#CC(CC)(CC)[NH+](CC)C(C)C,0
6715,10.8,N,5,C=CC(C)(C)[NH2+]C(C)(C)CC,0
5181,3.2,N,6,Cn2c(N)nc1[nH+]c[nH]c1c2=O,0
2731,3.73,N,11,Brc(cc1)ccc1c1nnn[nH]1,0
2584,4.32,N,10,[O-]C(C[NH2+]CCc1nnn[nH]1)=O,0
3965,8.71,N,17,O=C2c1ccccc1CN2C3CC4CCC(C3)[NH+]4Cc5ccccc5,0
5537,3.87,O,0,OC(c1cccc(F)c1)=O,0
4833,10.35,N,0,[NH3+]CCCCO,0
5438,7.72,N,2,CC[NH+]1CCOCC1,0
6282,3.5,N,9,[O-][N+](c1cc(c2nnn[nH]2)ccc1)=O,0
5942,10.22,O,4,Cc1cc(O)c(C)cc1,0
6224,9.54,O,8,CCc1c(cc(cc2)O)c2ccc1,0
135,10.1,N,0,[NH3+]C(CCC(=O)[O-])C(=O)[O-],0
3509,12.3,N,6,Nc2nc([O-])c1[nH]cnc1n2,0
1552,4.46,O,11,[O-][N+](c(cc(cc1C=O)Br)c1O)=O,0
5398,6.79,N,3,C2CC[NH+]1CCCCN1C2,0
1051,11.6,N,2,NC(=[NH2+])c1ccccc1,0
4215,7.8,O,0,Oc(cc1)cc(O2)c1C=C(c1ccccc1)C2=O,0
696,6.1,N,5,c2cc1[nH]c[nH+]c1cn2,0
771_1,8.7,N,24,c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH2+:23]CC5,0
6961,6.59,O,21,Oc1cc(C(Oc(c2c(cc3O)C(O4)=O)c3O)=O)c2c4c1O,0
952_1,4.782,O,7,CCC[C@H](C)C(=O)[OH:8],0
6050,7.05,O,11,CC(/C(/C[NH+]1CCCCC1)=N\O)=O,0
1534,3.4,S,11,[O-][N+](c(cc1)cc([N+]([O-])=O)c1S)=O,0
6874,6.1,N,13,CCn2nc(c1ccccc1)sc2=[NH2+],0
7280,10.08,N,5,CCCCC[NH2+]Cc1ccc(C)cc1,0
5686,5.62,N,4,CCn2c[nH+]c1ccccc12,0
1818,5.48,O,11,CCOC(C(C(OCC)=O)=NO)=O,0
5593,8.52,N,12,C(/C=C/Nc1ccccc1)=C\C=[NH+]\c2ccccc2,0
845,8.86,N,19,COc1c(N)cccc1C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc4ccccc4,0
5146,4.97,N,4,O=C([O-])c1[nH+]ccc2ccccc12,0
6609,5.4,N,7,Oc1cccc2c[nH+]ccc12,0
2120,8.42,N,8,CO[C@H]3CC=C1CC[NH+]2CC[C@H](CO)/C(=C\CO)[C@]12C3,0
4599,3.23,N,11,c2ccc(CSc1cccc[nH+]1)cc2,0
3982,3.2,O,0,OC(C(C=C1)=CC=CC1=O)=O,0
2614,5.72,N,10,OCCCCCc1ccc[nH+]c1,0
129_2,9.27,N,1,C[NH+](C)CCCOc2nn(Cc1ccccc1)c3ccccc23,0
1014_1,9.3,O,9,C(C(F)(F)F)(C(F)(F)F)[OH:4],0
4062,5.15,O,18,[O-]P(C(c(cccc1)c1O)[NH2+]Cc1ncccc1)(O)=O,0
739,1.85,N,0,[NH3+]NC(=O)c1ccccc1[NH3+],0
5060,3.88,N,7,CCOC(=O)c2c[nH+]c1ccccc1c2OCC,0
1028,9.83,N,5,CCCCC([NH3+])C(=O)[O-],0
508,4.08,O,0,OC(c1cc2cc3ccccc3cc2cc1)=O,0
1875,3.33,N,15,O=C(N/N=C/c1ccccc1O)c2cc[nH+]cc2,0
6365,4.2,N,2,[O-]c2[nH+]c([O-])c1[nH]nnc1[nH+]2,0
7145,1.15,O,13,Cc1nc(C(c(c(C2=O)nc[nH+]3)c3O)=O)c2n1C,0
6759,4.21,O,4,CC(C(C(O)=O)c1ccc(C2CCCCC2)cc1)O,0
3781,2.9,N,7,Cn2c[nH+]c1cc([NH3+])ccc12,0
282,7.2,N,10,CCCCCCCCCC[NH+](CCO)CC(O)CC,0
964,7.76,S,11,CCCC[NH+](CCCC)CCS,0
4830,8.94,N,5,OCC1=CC[NH+]2CC[C@@H](O)[C@@H]12,0
2335,0.7,N,2,Nc1[nH+]nnn1c2cccc(Cl)c2,0
1749,5.34,N,7,Cc1ccccc1[NH2+]C2CCCCC2,0
715_1,7,N,8,C[C@H](CO)Nc1c2c([nH:18]c(=O)s2)nc(n1)SCc3ccccc3,0
1122_1,10.66,O,12,CCCCCCc1ccccc1[OH:13],0
2535,4.07,O,0,OC(Cc1cocc1)=O,0
4152,8.2,N,8,O=S(c1ccccc1)(Nc1ncccc1)=O,0
3052,5.6,N,9,CCP(=S)(CC)C(=S)N[NH3+],0
859,3.16,N,3,CC(=O)/[NH+]=S(C)\C,0
258,6.77,N,10,C[NH+](C)CCCNc1cc[nH+]c2cc([N+](=O)[O-])ccc12,0
283_1,8.56,N,11,C[C@@H](c1cccc(c1)N(=O)=O)[NH3+:9],0
983,4.399,O,4,OC(CC(O)=O)c1ccccc1,0.001
5272,5.21,N,6,CC(C(N)=O)S(NC(N)=O)(=O)=O,0
1733,8.07,O,0,Oc1cc2ccccc2nc1,0.01
1083,4.07,O,8,[O-][N+](c1cccc([Se](O)=O)c1)=O,0
5585,6.59,O,9,NC(=[NH2+])c1ccccc1O,0
7137,8.91,N,8,CSc(nc1)nc2c1[nH]cn2,0
4897,10.49,O,11,CC(C)(C)Cc(cc1)ccc1O,0
3678,2.6,N,5,Oc3ccc2[nH+]c1ccccc1nc2c3,0
839,4.56,O,3,CC(C(O)=O)=C,0.1
5891,9.66,N,0,[NH3+]NC(=O)C(F)F,0
5343,6.15,O,16,[O-]C(C(CO)[NH2+]Cc(cc(cc1)[N+]([O-])=O)c1O)=O,0
3556,7.03,N,8,Nc(cc1)ccc1S(Nc(cc1)nn1c1cc([N+]([O-])=O)ccc1)(=O)=O,0
3321,4,N,8,COC(=O)C1CSC[NH2+]1,0
1606,0.28,N,11,COc2cnc1ccccc1[nH+]2,0
1653,2.23,N,10,Cc2cc(C)n(c1cc(C)[nH+][nH]1)n2,0
3244,9.3,O,0,Oc(c1cccnc11)ccc1O,0
6167,10.75,N,0,[NH3+]CCCCCC(=O)[O-],0
343_1,7.55,N,11,Cc1ccc(cc1)C2=CCC[NH2+:12]2,0
227_2,4.36,N,27,N#Cc5cc(F)c([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@H]2[C@@H]3CCC[NH+]34)c(F)c5,0
1502,2.19,N,12,Cc2cc(C)n(c1cc(C)n(C)[nH+]1)n2,0
604,4.22,N,15,C=C[C@H]1C[NH+]2CC[C@@H]1C[C@H]2[C@H](O)c3cc[nH+]c4ccc(OC)cc34,0
5588,6.61,N,4,CCCC[NH+](CCCl)CCCl,0
906_1,1.33,O,3,C(C(=O)[OH:4])(F)F,0
1372,2.26,O,36,CC(C)(c1ccc(cc1)[C@H](CCC[NH+]2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)[OH:35],0
717,10.46,N,0,[NH3+][C@H](c1ccccc1)[C@H](O)c2ccccc2,0
1743,11.5,O,20,CC(C)(C)c1cc(/C=C(\C)/C([O-])=O)cc(C(C)(C)C)c1O,0
177,9.16,O,0,Oc1cc2ccncc2cc1,0.01
4836,10.66,N,0,[NH3+]C1CCCCC1,0.02
542,8.85,O,10,[O-]S(c1c(cn[nH]2)c2cc(O)c1)(=O)=O,0
4980,6.5,S,0,Sc1cc2cccnc2cc1,0
2282,6.8,O,18,Cc1cc(OS([O-])(=O)=O)c2oc(C3=Cc(ccc(O)c4)c4OC3=O)nc2c1,0
2435,7.72,N,15,O=C([O-])c2cccc3cc1ccccc1[nH+]c23,0
6150,4.2,N,7,Brc2cc1ccc[nH+]c1c3ncccc23,0
1429,3.19,N,5,C[NH+](C)CC[NH+](C)CC[NH3+],0
1002_1,10.7,O,9,CCOc1ccnc(n1)[OH:9],0
247_2,7.82,N,1,C[NH+](C)[C@@H]3C([O-])=C(C(N)=O)C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@@](C)(O)[C@H]2C[C@@H]34,0
2941,6.1,N,1,C[NH+](C)CC(CSC#N)SC#N,0
1131,5.8,N,9,C4Cn3c1=NCCn1c2=[NH+]CCn2c3=N4,0
1298,10.15,N,13,Cc1cc(/N=N/c(cc2)ccc2S(N)(=O)=O)cc(C([O-])=O)c1O,0
2641,11.23,O,17,Cc(cc1)ccc1OC(CBr)(c1ccccc1)O,0
2948,0.67,O,6,CCCCNC(O)=S,0
464,4.22,N,2,Nc1[nH+]cnc2nc[nH]c12,0
4439,5.88,O,17,CC[NH+]1C(CNC(c(c(OC)c(cc2Br)Br)c2O)=O)CCC1,0
5410,7.05,N,3,C#CC[NH+](C)C,0
441_1,9.45,N,9,Cc1cccc(c1)[C@H](C[NH2+:13]C(C)C)O,0
5446,10.26,O,0,Oc1c(CCC2)c2ccc1,0.06
146,6.63,N,9,c2ncc1NCCNc1[nH+]2,0
1494,7.395,N,11,Cc2ccc(S(=O)(=O)N1CC[NH2+]CC1)cc2,0.005
758,4.915,O,10,C[n+]1cc2ccccc2c(O)c1,0.015
4663,2.4,N,10,CCNC(=O)c1cccc[nH+]1,0
3997,7.05,N,19,O=C([O-])c1c3cccc1COCCOCc2[nH]c(c[nH+]2)COCCOC3,0
6973,1.3,N,0,[NH3+]c2ccc(S(=O)(=O)Nc1cc[nH+]cn1)cc2,0
6176,4.67,O,0,O[Se](c1cc2ccccc2cc1)=O,0
1214_1,8.86,O,14,COc1ccc(cc1)c2cnc(nc2)[OH:14],0
3442,2.24,O,2,O=C(O)c1c(O)cccc1[N+](=O)[O-],0
373,4.28,O,0,OC(c1cc(C2CC2)ccc1)=O,0
4380,10.23,O,12,CCCCCOc(cc1)ccc1O,0
3151,7.24,O,0,Oc(cc1)cc(C2)c1C2=O,0
169_2,8.4,N,6,COc4cc(C[NH+]3CCC2(C=Cc1ccccc12)CC3)cc(OC)c4OC,0
4159,6.37,N,3,Cn2c[nH+]c1cc(N)ccc12,0
2481,9.44,N,0,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],0
4138,6.69,N,4,Nc1cc[nH+]nc1,0
208,8.32,N,7,CCNCC#CC[NH2+]CC,0
1161,1.94,O,6,CC#CC#CC(O)=O,0
733,2.61,O,8,CNc(cccc1)[n+]1O,0
3015,8.81,O,0,Oc1cccc2c1ncs2,0.04
4585,7.58,N,7,CCCNc1cc[nH+]cc1S(=O)(=O)NC(=O)NC(C)C,0
5163,8.83,N,6,CCCSCC[NH+](CC)CC,0
4914,11.27,N,4,Cc1nc([nH]nc2)c2c(NC)n1,0
11,9,N,12,Cc1cc(C(N)CO)c(O)c(C([NH3+])CO)c1,0
6105,7.765,N,11,O=C(c1ccccc1)N2CC[NH2+]CC2,0.015
1169,1.94,O,6,CC1SC(C)(C(O)=O)OC1=O,0
5526,11.02,N,5,N#CCC(=O)NN,0
1127,9.26,N,9,S=C(c1cccc(Br)c1)Nc(cc1)cc(Cl)c1Cl,0
5449,9.2,N,1,C[NH+](C)CCC/N=C(c1ccccc1)\c2ccccc2c3ccccc3,0
6661,8.35,N,5,Cc1cc(N[NH3+])nc2ccccc12,0
3431,10.635,N,11,CCCCCCCCCCC[NH3+],0.005
1226,8.26,N,1,NNC(C(C(C(C1(F)F)(F)F)(OC1(F)F)F)(F)F)=O,0
4271,7.46,N,8,Oc(cccc1)c1C(NO)=O,0
4913,8.31,N,8,CCCC(=O)OCC[NH+](C)C,0
106_1,10.09,N,4,C[C@H]1CC[N@@H+:9]([C@H](C1)C)C,0
4484,10.59,N,5,NCCCC[NH2+]CCCN,0
6703,8.86,N,6,[NH3+]CCNCC[NH3+],0
141_2,8.3,N,1,C[NH+](C)CCNC(=O)c2cc(c1ccccc1)nc3ccccc23,0
7178,9.6,N,3,CC(C)[NH2+]CC(O)c1cccc(N)c1,0
2437,10.59,N,1,C[NH+](C)Cc1cc(Cl)ccc1[O-],0
1701,10.405,O,0,Oc1cc(CCCC2)c2cc1,0.075
993_1,10.1,O,9,CC(C)c1cccc(c1)[OH:10],0
987_1,10.11,O,9,CCOc1ccccc1[OH:9],0
5590,8.15,N,3,C#CC[NH3+],0
3224,5.2,N,6,Oc1cccc2[nH+]cccc12,0
5422,2.25,O,13,Oc1c(C([NH2+]Cc2[nH+]cccc2)P(O)(O)=O)cccc1,0
6674,7.42,N,16,Nc4ccc3cc2c(ccc1ccccc12)[nH+]c3c4,0
1301,3.4,O,19,c1ccc(cc1)c2c(nc(o2)c3ccccc3)C(=O)[OH:20],0
1348,6.74,N,5,Cc1cc(N)[nH+]c3c1ccc2ccccc23,0
198_2,7.9,N,13,O=c2[nH]c1ccccc1n2CCC[NH+]5CCC(n4c(=O)[nH]c3cc(Cl)ccc34)CC5,0
5734,2.4,O,11,NC(N[C@@H]1[C@@H](C[NH3+])O)=[NH+][C@@H]1C(O)=O,0
2951,3.8,N,9,Nc2nc1nc[nH]c1c[nH+]2,0
12,3.2,O,9,Cc(cc1)cc(I)c1C(O)=O,0
6873,5.62,N,3,Cc3c[nH+]c2c(ccc1cccnc12)c3C,0
6502,7.82,N,15,c3ccc2OCCOc1ccccc1C[NH2+]CCC[NH2+]Cc2c3,0
1920,4.1,O,0,OC(c(cccc1)c1O1)=CC1=O,0
6987,6.83,N,6,CC(=O)C(CC[NH+]1CCOCC1)(c2ccccc2)c3ccccc3,0
910,2.8,S,9,COc(cc1)ccc1C(S)=O,0
4989,7.65,O,6,O/N=C/C(/C=N/O)=O,0
1318,3.96,O,21,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[OH:22],0
6161,6.94,N,4,CC(O)C[NH2+]CC[NH3+],0
245_1,5.47,N,8,Cc1cc(c(c(c1)C)[NH2+:11]C)C,0
159,8.9,N,7,CCOC(=O)c2c[nH+]c1c([N+](=O)[O-])cccc1c2[O-],0
6323,4.25,N,7,CCCNc1nc[nH+]c2c1cnn2C,0
1783,5,N,11,Cc1ccc(N)cc1c2cc([NH3+])ccc2C,0
3830,10.54,O,11,CN(C)/C=N/c(cc1)ccc1O,0
3762,10.88,N,5,OC[C@H]1CC[NH+]2CCC[C@@H]12,0
68,3.1,O,0,OC(Cc1nnn[nH]1)=O,0
719_1,7.5,N,1,C[N@H+:23](Cc1ccccc1)CC(c2ccccc2)c3ccccc3,0
5310,9.33,N,4,CC(O)C[NH+](CC(C)O)C(C)C,0
151_2,4.77,O,22,CCCCC[C@@H](/C=C/[C@@H]1[C@H](CC(=O)[C@H]1C/C=C/CCCC(=O)O)O)O,0
3802,8.35,N,6,Cc1csc(S(N)(=O)=O)n1,0
4430,8.55,O,0,Oc1cccc2ncccc12,0.01
3859,9.86,N,3,CC1C[NH2+]CC(C)N1,0
5896,5.75,O,7,Cc([nH]cc1)c1C(O)=O,0
4664,4.71,N,8,c3ccc(c2ccc1[nH+]ccn1n2)cc3,0
1094_1,10.89,O,10,CCCc1c(nc(nc1C)[OH:12])C,0
570_1,8.08,N,2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Cl,0
5872,4.86,O,0,Oc1c[nH+]ccc1,0
955_1,11.6,O,7,CC(C)(C(F)(F)F)[OH:5],0
3296,4.16,N,2,Nc2[nH+]cc(Sc1ccccc1)s2,0
1320,10.56,O,21,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)[OH:8],0.04
3496,8.56,O,7,[O-][N+](c1cc2cc(O)ccc2cc1Cl)=O,0
3132,5.04,O,0,[OH+]=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,0
372_1,2.26,N,10,c1ccc2c(c1)cc(cc2[NH3+:13])C#N,0
7363,4.14,N,8,Cc1ccccc1/C(=[NH+]\CCC[NH+](C)C)c2cccc3ccccc23,0
2429,8.35,O,6,C/C(/c(ccc(O)c1)c1O)=N/O,0
6472,6.53,N,5,O=Cc1cc[nH+]cc1[O-],0
3776,4.94,O,9,CC2(C)[C@@H]1CC[C@@](C(=O)O)(C1)C2O,0
36_2,7.47,N,3,C#CC[NH+](C)[C@H](C)Cc1ccccc1,0
6736,4.49,N,3,Cc3c([NH3+])ccc4Cc2ccc1ccccc1c2c34,0
4787,2.36,N,19,C1COCCOCc2n[nH]c(COCCOCCO1)[nH+]2,0
2992,5.32,N,8,O=C([O-])c1cccc[nH+]1,0
2426,2.36,O,4,CC(C)(C(O)=O)[NH3+],0
5029,9.61,O,2,[O-]C(O)=C1c(cccc2)c2c2c1cccc2,0
5661,11.99,O,0,Oc1nncc2ccccc12,0
3146,3.8,N,7,O=C(Nc1ccc[nH+]c1)c2ccccc2,0
7397,10,S,5,O=C(NCCS)NCC[S-],0
4816,4.485,N,0,[NH3+]c1cccc2CCCCc12,0.015
1243,8.1,N,15,NC1=[NH+][C@@H](CC(=O)[O-])C(=O)N1CCC[C@H]([NH3+])C(=O)[O-],0
7394,6.6,S,8,O=C([O-])Cc1ccc(S)cc1,0
4796,4.42,O,0,OC(c1ccc(C2CC2)cc1)=O,0
667,7.52,N,21,O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCC[NH+]3CCOCC3,0
1251_1,2.598,O,16,CC(C)(C)c1ccc(cc1)S(=O)(=O)CC(=O)[OH:16],0
3880,10.85,N,7,OCC1CC2CC[NH+]1CC2,0
5976,1.97,N,7,O=C(O)c2ccc(/[NH+]=C/c1ccccc1)cc2,0
14_1,5.7,N,5,C(C(F)(F)F)[NH3+:3],0
1599,5.61,N,9,Nc1c2c(O)cccc2[nH+]c2ccccc12,0
132_2,8.09,N,3,C=CC[NH+]4CCC23c1c5ccc(O)c1OC2C(=O)CCC3(O)C4C5,0
5799,9.98,N,3,C[C@H]1C[NH2+][C@@H](C)CN1,0
6129,5.15,N,7,CC(C)(C(N)=O)S(NC(N)=O)(=O)=O,0
3287,3.2,N,20,COc3nc(N)c2ncn([C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)c2[nH+]3,0
5619,3.5,N,5,CCc1c(C)[nH+]n(C)c1O,0
862_1,5,N,12,Cc1c(c(n(n1)C2CCOCC2)[NH:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,0
5317,5.44,N,14,CCc1ccnc3c1ccc2ccc[nH+]c23,0
2023,7.705,N,18,CC(CC(C#N)(c1ccccc1)c2ccccc2)[NH+]3CCCCC3,0.025
2656,4,O,0,OC(C(c1c2cccc1)=O)=CC2=O,0
5033,7.46,N,9,CCC(CC)C(CC)(C(NC(N1)=S)=O)C1=O,0
2705,2.84,N,5,c2ncc1c[nH+][nH]c1n2,0
678_1,9.405,N,1,C[NH+:21](C)CCC=C1c2ccccc2CCc3c1cccc3,0.005
2806,3.25,O,9,CC(C)CP(CC(C)C)(O)=O,0
2638,10.94,N,3,CC(C)[NH2+]C[Si](C)(C)C,0.14
3810,7.3,O,22,CCCCCc(c(c1ccccc1)nn1c2ccccc2)c1O,0
210,11.29,N,3,CC1C[NH+]2CCC1CC2,0
7407,2.26,S,0,Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
3927,1.5,O,0,OC(C(OC=C1)=CC1=O)=O,0
7039,2.57,O,8,CO[n+](cc1)ccc1O,0
6298,1.37,N,1,O/[NH+]=C/c1ccccc1O,0
1390,8.1,N,6,C=CCC(C)(C[NH+](CC)CC)OC(=O)CC(C)C,0
112_1,1.44,N,7,c1cc(c(cc1Br)[NH3+:7])Br,0
2571,10.19,N,7,CCCCNCC[NH2+]CCCC,0
3470,5.92,N,5,C(=C\c1cc[nH+]cc1)/c2ccccc2,0
5136,4.63,N,11,OCc2[nH]c1ccc(Cl)cc1[nH+]2,0
5600,10.9,O,3,Cn(c(O)c1)nc1c1ccccc1,0
424,2.38,O,14,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
280_1,8.63,N,1,C[NH2+:9]Cc1ccc(cc1)N(=O)=O,0
5622,9.23,O,0,Oc1cc(O)cc([O-])c1,0
4423,8.12,N,0,[NH3+]CC(=O)Nc1ccccc1,0
3247,7.1,N,9,c1ccc2c(c1)C3CC[NH+]2C3,0
7362,4.4,N,4,Cc1nc(NS(c(cc2)ccc2N)(=O)=O)no1,0
1376,12.44,O,0,OC(c1ccncc1)(c1ccncc1)c1ncccc1,0
3018,5.08,N,7,NC(=O)Cc1cc[nH+]cc1,0
187_2,7.6,N,5,O=C(CCC[NH+]3CC=C(n2c(=O)[nH]c1ccccc12)CC3)c4ccc(F)cc4,0
1051_1,2.32,O,9,c1cc(nc(c1Cl)C(=O)[OH:9])Cl,0
4936,9.65,N,2,CC[NH+](C)CCOCCN(C)C,0
5444,8.68,O,11,CN(CCC[NH+](C)C)C(/C=N/O)=O,0
449,5.53,N,7,CCNc1nc(N)[nH+]c(NCC)n1,0
1296,7.46,N,7,CCCC[NH2+]CC[NH2+]CCCC,0
4348,3.9,O,0,On(c1ccc2)nnc1c2Cl,0
2557,5.54,N,0,[NH3+]c1ccc(O)cc1,0
5451,3.44,N,7,c1cc(c2nnn[nH]2)ccc1c1nnn[nH]1,0
2393,2.75,S,7,Fc(cc(c(F)c1S)F)c1F,0
1086,6.18,N,5,Nc3ccc2[nH+]c1ccc(N)cc1cc2c3,0
40,5.59,N,6,CCc1nnn[nH]1,0
4280,5.09,N,15,Cc3cn2nc(c1ccccc1)ccc2[nH+]3,0
1363,5.53,N,12,CN(C)c3ccc2[nH]c1ccc([NH+](C)C)cc1sc2c3,0
