Name,pKa,Center,Index,Smiles,Error
6511,0.6,N,2,c1c[nH+]ccn1,0
217_1,2.345,N,7,Cc1ccc(cc1[NH3+:8])N(=O)=O,0
1116,2.68,N,12,c3ccc(c2[nH]c1cncnc1[nH+]2)cc3,0
558,9.1,N,4,Nc1cc[nH+]cc1C(=O)[O-],0
1977,6.5,O,7,Cc1nnc(C)n1O,0
5771,8.26,N,8,CCC(=O)OC(C)C[NH+](C)C,0
2331,8.86,N,19,COc1ccc(N)cc1C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc4ccccc4,0
1134,10.1,O,8,CCc1cc(C)cc(O)c1,0
585_1,1.8,N,7,Cc1ccc(cc1)[NH2+:17][C@H]2CCc3c2cccc3,0
2967,2.1,O,9,C=C(C)C1C[NH2+]C(C(=O)O)C1CC(=O)O,0
4773,5.5,N,24,CCCCCCCCCCCCCCCCCc2c1ccccc1[nH+]c3ccccc23,0
5042,11.9,O,10,Cc(c(c1ccccc1)c1O)nn1c1ccccc1,0
2600,6.25,N,2,CN[N+]([O-])=O,0
6606,2.36,N,9,Cn2c[nH+]c1cccc([NH3+])c12,0
1266_1,4.07,O,8,COC(=O)[C@H](CC(=O)[OH:17])c1ccc(cc1)N(=O)=O,0
2627,7.58,O,0,Oc(cccc1)c1c(cccc1)c1O,0.02
2467,5.7,N,1,C[NH+](C)c2ccc(N1CCOCC1)cc2,0
597,7.8,N,8,CO[C@H]3C=CC1=CC[NH+]2CCC(CO)=C(CCO)[C@]12C3,0
6557,11.4,O,16,CCCCc(c(C)nn1c2ccccc2)c1O,0
212_1,9.22,N,5,CC(C)(C#N)[NH+:11]1CCCCC1,0
551,7.67,O,0,ONC(c1ccncc1)=O,0
713_1,6.9,N,11,CCN(CC)C(=O)[C@@H]1CCC[N@@H+:18](C1)Cc2ccc(cc2)N(=O)=O,0
5713,9.9,N,3,CC1C[NH2+]CCN1,0
648_1,10.1,N,2,CC[NH+:20](CC)CCC(c1ccccc1)c2ccccc2,0
3519,2.64,N,14,[O-][N+](=O)c3ccc2[nH]c(c1ccco1)[nH+]c2c3,0
1065_1,4.41,O,10,c1cc(ccc1/C=C/C(=O)[OH:11])Cl,0
3877,4.39,O,0,OC(CC1OCCCC1)=O,0
32_2,9.11,N,0,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],0
524,1.25,N,7,COc3ccc(c2[nH+]cc(c1ccccc1)o2)cc3,0
62_2,5.95,O,10,O=c1c2c(n(CC)cc1C(O)=O)nc(cc2)C,0
2894,9.27,N,0,[NH3+]CCC#CC#CCCC(=O)[O-],0
1011,11.135,N,5,C2CCC1C[NH2+]CCC1C2,0.185
2804,12.12,N,0,NC(c1ncccc1)=O,0
7219,11.42,O,9,CN(C)c1ccc(/C=N/O)cc1,0
1087,10.62,N,0,NC(C(N)=S)=S,0
1220_1,1.68,O,13,c1cc(ccc1c2cnc(o2)C(=O)[OH:14])Cl,0
2916,10.23,N,1,C[NH+](C)Cc2cc(C(=O)c1ccccc1)ccc2[O-],0
2694,3.31,N,6,Sc1cccc2[nH+]cccc12,0
2170,5.86,O,4,Oc2cc(O)c1ccccc1n2,0
163,6.25,N,11,c4ccc(c3ccc2nc(C[NH+]1CCOCC1)cn2n3)cc4,0
1230_1,2.97,O,15,Cc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[OH:16],0
5356,5.65,O,10,CCC[Si](C)(CCC)CC(O)=O,0
6592,9,N,13,COc1ccccc1/C(=N\CCC[NH+](C)C)c2ccccc2,0
1475,9.5,N,0,NS(c(cc(c(N=C[N-]1)c2)S1(=O)=O)c2Cl)(=O)=O,0
442,8.7,O,6,COc1ccc(O)c(C[NH+](C)C)c1,0
618,6.2,N,12,Cc2cc(C)c1cccc(O)c1[nH+]2,0
268_1,9.97,N,1,C[NH2+:10]Cc1ccc(cc1)OC,0
1148_1,2,O,11,Cc1c(c(c(c(c1F)F)C(=O)[OH:10])F)F,0
478,3.4,N,0,[NH3+]c3cccc(c2nc1ccccc1s2)c3,0
5973,11.62,N,6,[O-]c1cccc[nH+]1,0
906,8.5,N,11,CCOCCn4c(N2CCC[NH+](CCCCn1cccn1)CC2)nc3ccccc34,0
5169,0.2,N,3,N#CC[NH2+]CC#N,0
3861,3.9,O,9,CN(C)c(cc1)cc[n+]1O,0
50_2,7.3,N,3,OC(C[NH2+]Cc1ccccc1)C(F)(F)F,0
706,9.61,N,3,CCC[NH2+]Cc1ccccc1,0.01
6789,7.72,N,7,C[Si](C)(C)OC2C[NH+](Cc1ccc(Cl)cc1)C2,0
4949,8.81,O,0,Oc(cc1)c(C[NH+]2CCCCC2)cc1F,0
1452,7.97,S,7,Cc(n1N)nnc1S,0
6265,3.29,N,7,Nc1ccnc(S)[nH+]1,0
6534,8.31,N,3,C=CC[NH+](CC=C)CC=C,0
6810,1.9,N,0,[NH3+]c2ccc(S(=O)(=O)Nc1nccs1)cc2,0
5712,4.26,O,0,OC(CCCc1c[nH]c[nH+]1)=O,0
1208,4.6,N,9,c2cncc(c1ccc[nH+]c1)c2,0
5865,3.21,N,2,c2c[nH+]cc(C1CCCC[NH2+]1)c2,0
927_1,1.48,O,4,CC(C(=O)[OH:5])(Br)Br,0
161_2,7.1,N,13,CCOC(=O)C3=C[C@]2(CC)CCC[NH+]1CCc4c([C@@H]12)n3c5ccccc45,0
1448,8.71,N,6,CC2=C(CC(C)[NH2+]CC(O)c1ccc(C)cc1)CCC2(C)C,0
5099,3.9,S,12,Cc1c(C)[nH+]c(c(cccc2)c2S)[nH]1,0
5608,4,N,11,Nc2nccc(c1csc(N)[nH+]1)n2,0
1228_1,2.97,O,12,Cc1c(cc(cc1N(=O)=O)C(=O)[OH:16])N(=O)=O,0
304_2,3.35,O,5,C[NH+](C)[C@@H]3C(O)=C(C(N)=O)C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@@](C)(O)[C@H]2C[C@@H]34,0
4485,2.4,N,9,CNC(=O)c1cccc[nH+]1,0
184,10.21,N,5,C#CCCC[NH3+],0
480,8.69,O,18,CC(=O)c2cc(F)cc(NC(=O)c1nnn[n-]1)c2O,0
101_2,8.24,N,1,C[NH+](C)CCC=c2c1ccccc1ccc3ccccc23,0
4086,9.34,N,3,C=CC[NH+](CC=C)CCCNC(=O)/C=N/[O-],0
3947,5.34,N,3,C[C@H]1C[NH2+][C@H](C)C[NH2+]1,0
301_2,10.95,N,15,COC5(OC)CCN4[C@@H](c1ccc(C(N)=[NH2+])cc1)[C@H]3C(=O)N(Cc2ccc(F)cc2)C(=O)[C@H]3[C@H]45,0
636,4.3,N,4,Cc1nc(N[N+]([O-])=O)n[nH]1,0
3995,7.75,O,12,CC(c(c1cccnc11)ccc1O)=O,0
64_2,10.1,N,16,Cc1cccc(C)c1NC(=O)CCCCC[NH3+],0
6257,7.92,N,5,C[NH+]3CCC[NH+](C)Cc1ccccc1OCCOc2ccccc2C3,0
6581,8.31,N,5,CC(C)(C)N[NH2+]C(C)(C)C,0
4128,7.98,N,7,[O-][N+](=O)c2cc(C[NH+]1CCOCC1)c([O-])c3ccccc23,0
6800,5.41,N,9,Cc3cc2[nH]c1ccc([NH+](C)C)cc1sc2cc3N,0
4483,8.1,O,12,CCCCc1cc(Cl)cc(Cl)c1O,0
6911,3.45,N,11,COC(=O)c2c1ccccc1[nH+]c3ccccc23,0
198,8.7,N,13,Cc1cccc(C)c1/C(=N/CCC[NH+](C)C)c2ccccc2,0
5387,9.32,O,7,COc(cccc1O)c1O,0
176_1,3.3,N,6,Cc1c(c(nc([nH+:7]1)N)C)Br,0
2487,8.85,N,10,CN(C)CCCNc1cc[nH+]c2ccccc12,0
758_1,4.2,N,14,CCOC(=O)c1ccccc1S(=O)(=O)[NH:19]C(=O)Nc2nc(cc(n2)Cl)OC,0
7036,4.55,N,1,C(=[NH+]\c1ccccc1)/c2ccccc2,0
49_1,9.31,N,1,C[N@H+:8]1CCCC(=C)C1,0
962_1,6.06,O,5,CC(C)(C(=O)[OH:8])C(=O)[O-],0
3055,3.14,O,6,[O-][N+](c1cc(C(O)=O)cs1)=O,0
4008,2.85,O,0,OC(c(cccc1)c1Br)=O,0
6026,2,N,8,CC(C)(C)C(=O)n2c[nH+]c1ccccc12,0
5768,7.85,N,2,CN[NH3+],0
1206,5.04,N,10,Nc2cc1ccccc1c[nH+]2,0.01
2357,3.66,N,14,CN(C(=O)c1ccccc1)c2ccc[nH+]c2,0
3322,10.02,N,0,[NH2+]=C(Nc1ccccc1)Nc2ccccc2,0
4347,7.45,N,8,CC(=O)N/N=C/1CC[NH+](C)CC1,0
996,9.98,O,10,Cc1c(CO)cnc(C)c1O,0
4974,9.89,N,2,CC(Nc(cc1)ccc1[N+]([O-])=O)=S,0
2416,5.4,N,7,C[C@H]1C[NH2+]C[C@@H](C)[NH2+]1,0
5094,9.01,O,14,[O-][N+](c(cc1)ccc1c(cc1)ccc1O)=O,0
6972,2.83,N,5,Nc1cnc[nH+]c1,0
2552,11.3,O,0,ON=C(c1ccccc1)c1ccccc1,0
5341,8.7,N,8,C=C(C)C(=O)OCC[NH3+],0
7353,7.98,O,10,[O-][N+](/C=C/c(cc1)ccc1O)=O,0
3450,2.5,N,2,Sc1[nH+]cnc2nc[nH]c12,0
7377,9,S,0,SCCS,0
6758,4.4,O,2,O=C(O)C1CCC(C(=O)[O-])[Se]1,0
1731,9.25,N,6,CCCCOC(NC(C)=O)=S,0
3905,2.62,O,5,CC(C)([C@H]1C(O)=O)S[C@@H]([C@H]2NC(Cc(cc3)ccc3O)=O)N1C2=O,0
7012,8,S,6,Cc1ccnc(S)n1,0
2722,8.78,O,0,O/N=C1/c2nonc2CCC1,0
4112,3.79,O,0,OC(CSCCc1ccccc1)=O,0
3398,8.7,N,8,CC(=O)N(N)C1CC[NH+](C)CC1,0
1225,8.22,N,4,Nc1cc[nH+]c2cc(Cl)ccc12,0
165_2,10,N,22,Cc4cccc(n2ncc(C(=O)Nc1nccs1)c2C3CC[NH2+]CC3)c4,0
2412,4.34,N,9,NC(=O)Cc1cccc[nH+]1,0
5903,8.21,N,6,CCN(CC)C(NC(c1cc(F)ccc1)=O)=S,0
4520,5.8,N,12,CN(C)c2ccc(N=Nc1cc[nH+]cc1)cc2,0
2173,8.35,N,7,Cc2ccn(C)c3[nH+]c1ccccc1c23,0
4495,8.47,N,0,[NH3+]C(Cc1c[nH]c(=S)[nH]1)C(=O)[O-],0
2358,9,N,3,Nc(c([nH]cn1)c1nc1)[n+]1[O-],0
2959,9,N,9,Cc2cc([O-])n(C1CC[NH+](C)CC1)n2,0
1694,8.2,N,1,C[NH+]1[C@H]3C[C@H]2C[C@@H]1[C@H](O2)[C@@H]3O,0
6320,10.465,N,10,CC(C)C1CCC(C)CC1[NH3+],0.115
6070,4.8,N,27,CCOCCn4c(CN2CCC[NH+](CCCCn1cc(C(=O)[O-])cn1)CC2)[nH+]c3ccccc34,0
5496,6.03,N,2,Nc1[nH+]cccc1O,0
2879,4.22,N,8,CCCCNc1nc[nH+]c2c1cnn2C,0
2097,10.65,N,8,CCCCCCCC[NH3+],0
357_1,8.32,N,11,COc1ccc(cc1)[C@@H]2C[C@H]2[NH3+:11],0
291_2,11.15,N,16,C=C[C@@H]4[C@H]3[C@@H]1CCCN1[C@@H](c2ccc(C(N)=[NH2+])cc2)[C@H]3C(=O)N4Cc5ccc(F)cc5,0
784,7.565,O,0,Oc(c1ncccc1c(Cl)c1)c1Cl,0.055
97_2,8.6,N,20,COC1=C2O[C@H]3[C@@H](O)C=CC4[C@H]5CC(C=C1)=C2[C@@]34CCN5,0
5993,9.04,S,3,OC(CS)CS,0
7005,3.8,N,7,CNC(=O)c1cc[nH+]cc1,0
763_1,4.7,N,13,Cc1nc(nc(n1)OC)N(C)C(=O)[NH:19]S(=O)(=O)c2ccccc2C(=O)OC,0
2957,5.3,N,4,c2ccc([NH2+]C1CCCC1)cc2,0
1360,3.37,O,29,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[OH:26],0
2001,3.98,N,14,COc1cc(C(N)=O)ccc1c3nc2[nH+]n(C)cc2[nH]3,0
610,11.3,N,6,C=CC(C)(CC)[NH+](C)C(C)C,0
6389,3.55,O,12,CO[C@H]([C@@H]([C@H]([C@H]1O)O)O)O[C@@H]1C(O)=O,0
6659,6.91,N,10,C[NH+](C)CCCNc1cc[nH+]c2c([N+](=O)[O-])cccc12,0
1284,3.58,N,21,c4[nH]cc(Cc3c[nH]c(Cc2[nH]cc(Cc1c[nH+]c[nH]1)[nH+]2)[nH+]3)[nH+]4,0
3979,6.5,N,4,CCOP(NS(c1ccccc1)(=O)=O)([O-])=O,0
4340,9.65,O,10,[O-]S(c1c2[nH]ncc2cc(O)c1)(=O)=O,0
4695,0.65,N,7,Brc3ccc(c2c[nH+]c(c1ccccc1)o2)cc3,0
4219,4.89,N,11,COc2ccc(S(=O)(=O)CC[NH+]1CCOCC1)c(OC)c2OC,0
5809,3.9,O,6,Cc1nc(C(=O)O)cs1,0
2254,0.405,N,0,[NH3+]c1c(Br)cccc1Br,0.055
6863,9.33,N,7,Nc1cncnc1N,0
254_2,2.89,O,21,C[NH+]5CC[C@]24c1c6ccc(O)c1O[C@H]2[C@@H](O[C@H]3OC(C(=O)O)[C@H](O)[C@H](O)C3O)C=CC4[C@H]5C6,0
1069,7.06,N,5,NNC(=O)[C@@H]([NH3+])Cc1ccccc1,0
6414,9.89,N,8,COc1ccc(CC[NH3+])cc1OC,0
6331,6.07,N,7,[NH3+][C@H]1CCCC[C@H]1[NH3+],0
5779,7.98,N,5,O=CN1CC[NH2+]CC1,0
4354,9.51,N,9,S=C(c(cc1)ccc1Cl)Nc(cc1)cc(Cl)c1Cl,0
3172,10.2,N,7,CSc1nc(N)c2[nH]cnc2n1,0
4071,8.255,N,5,CC3CCC[NH+](C(C)/C=C(c1cccs1)\c2cccs2)C3,0.025
1415,3.61,O,10,CCCCCC[NH2+]CCC(O)=O,0
415,9.3,N,0,[NH3+]CC(O)CO,0
7214,6.99,N,10,C[NH+](C)CCCNc1cc[nH+]c2ccc([N+](=O)[O-])cc12,0
5084,4.31,O,8,COCC(CC1)=C1C(O)=O,0
6251,8.08,S,6,CC(C)[NH+](CCS)C(C)C,0
6076,5.35,O,4,C/C(/CC(O)=O)=C\c1ccccc1,0
244_1,11.4,N,4,C[C@@H]1[C@H](C([NH2+:11]C1(C)C)(C)C)C,0
970_1,10,O,8,CCc1ccc(cc1)[OH:9],0
1435,6,N,8,O=C(c1ccccc1)NOC(c1ccccc1)=O,0
117_1,9.04,N,8,c1cc(cc(c1)F)C[NH3+:8],0
4555,11,O,0,Oc1ccc([O-])cc1Cl,0
341_1,3.96,N,11,Cc1cc2ccccc2c(c1)[NH3+:12],0
6699,3.94,N,7,CC1C[NH+](C)CC[NH+]1C,0
1076_1,4.21,O,11,c1c(cc(c(c1O)O)O)C(=O)[OH:12],0
4826,10.31,N,5,Cc1csc2=[NH+]CCCn12,0
6520,7.24,O,23,CCc(cc(CC)c(OC)c1C(NCC2[NH+](CC)CCC2)=O)c1O,0
795_1,3.76,N,12,Cc1nc(nc(n1)OC)NC(=O)[NH:20]S(=O)(=O)c2ccccc2CCC(F)(F)F,0
4554,4,N,6,Cc1nonc1NS(c(cc1)ccc1N)(=O)=O,0
6647,9.95,N,0,[NH3+]C2CCc1ccccc1C2,0.02
2671,7.05,O,11,Cc1ncc(COC2=O)c2c1O,0
3336,7.4,N,16,C[NH+](C)CCCCCNc2c1ccccc1[nH+]c3cccc([N+](=O)[O-])c23,0
4951,10.78,N,4,c3ccc2[nH+]c(c1ccncc1)[nH]c2c3,0
6220,3.27,O,9,Cc(cc1)cc(Cl)c1C(O)=O,0
5941,3.86,O,7,CCOc1cc(C(O)=O)c(C)cc1,0
5453,8.22,N,6,O=C([O-])C(CO)[NH2+]Cc1ccccc1O,0
1999,8.2,N,8,CCOC(=O)N1CC[NH2+]CC1,0
130,7.72,O,9,N#Cc(cc1)cc(O)c1O,0
2339,3.64,O,0,OC(c1cscn1)=O,0
305_1,10.8,N,4,CC1=C(C([NH+:12](C1(C)C)C)(C)C)C,0
16_2,10.4,N,0,[NH3+]CCCCSc1ccccc1,0
4399,5.7,N,11,[NH3+]CCCCCc1cccc[nH+]1,0
1257_1,8.18,O,10,CC(C)(C)c1cc(cc(c1[OH:17])C(C)(C)C)N=O,0
3178,4.23,O,0,OC([C@H](CC1)C[C@H]1C(O)=O)=O,0
5721,3.58,O,4,CC(CC(O)=O)=O,0
5019,7.8,N,5,CC(C)[C@]12C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)O2,0
2423,3.39,N,12,CCCCCC/[NH+]=C/c1c(C)c[nH+]c(C)c1O,0
653_1,8.75,N,0,[NH3+:20]C(CCC(=O)NC(CS)C(=O)NCC(=O)[O-])C(=O)[O-],0
5512,10.63,N,12,CCCCCCCCCCCC[NH3+],0
5353,9.93,N,5,Nc2ncc1[nH]cnc1n2,0
2703,10.7,O,0,O/N=C(\CCCCC1)/C1=N/O,0
368,9,N,11,CN(CCC[NH+](C)C)CCC[NH+](C)C,0
174_2,10.6,N,10,CC1CCN(CC1)CC(=O)Nc2ncc(s2)Cc3cccc4c3cccc4,0
1096,10.71,N,4,CCCC[NH+]1CCCCC1C,0.01
197_1,8.13,N,10,c1ccc2c(c1)C[C@H]([C@@H]2O)[NH3+:10],0
1824,2.76,O,0,OC(c1nsc2c1cccc2)=O,0
2417,2.51,N,3,COc1[nH+]cnc2c1cnn2C,0
226,8.65,N,9,C=C(C)C(=O)OC(C)C[NH+](CC)CC,0
7330,6.69,N,10,CNC(=O)/C=C(c2ccc1[nH+]c(N)n(C(C)C)c1c2)/c3cccc(F)c3F,0
5851,9.05,N,6,CCCCCC[NH+](CCO)CC(O)CC,0.05
736_1,9.1,N,12,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,0
4510,2.96,O,0,OC(c(s1)cnc1Br)=O,0
1212,12.38,N,12,c1nc(ccc2ccccc22)c2[nH]1,0
5862,1.85,N,11,Nc2nc(C(F)(F)F)c1[nH]c[nH+]c1n2,0
1144_1,4.33,O,13,COc1ccc(cc1OC)CC(=O)[OH:12],0
549,10.3,S,5,OC(C[S-])CS,0
1631,1.95,O,11,CC([C@@H]1[C@H](CC(OC)=O)[C@@H](C(O)=O)[NH2+]C1)=C,0
290_2,11.15,N,16,CC[C@@H]4[C@H]3[C@@H]1CCCN1[C@@H](c2ccc(C(N)=[NH2+])cc2)[C@H]3C(=O)N4Cc5ccc(F)cc5,0
2630,10.77,N,7,Fc(cc1)ccc1NC(c1ccccc1)=S,0
1162_1,4.15,O,10,c1ccc(c(c1)/C=C/C(=O)[OH:14])N(=O)=O,0
454,9.2,N,5,CCC(O)C[NH+](CC)CC(C)O,0
6077,8.555,N,8,CCC(=O)C(CC(C)[NH+]1CCCCC1)(c2ccccc2)c3ccccc3,0.025
1659,9.75,O,0,Oc1cc2ccccc2cc1,0.18
290,6.73,O,14,[O-][N+](c(cc(cc1)c2ccccc2)c1O)=O,0
7175,10.1,N,0,[NH3+][C@H]1CCCC[C@@H]1C(=O)[O-],0
4792,2.85,O,0,OC([C@H](CC1)[Se][Se][C@@H]1C(O)=O)=O,0
7215,6.45,O,0,Oc2cnc1ncncc1n2,0
1001_1,8.5,O,9,Cc1cc(nc(n1)OC)[OH:9],0
4308,7.52,O,0,O/N=C(\C=Cc1c2cccc1)/C2=O,0
5978,11.1,O,19,CC(C)(C)c1cc(/C=C/C([O-])=O)cc(C(C)(C)C)c1O,0
7347,7.29,N,9,COc1ccccc1C(=[NH2+])c2ccccc2,0
1359,3.1,N,11,CSc2nc(N)c1[nH]cnc1[nH+]2,0
3734,10.84,N,2,CC[NH+](CC)Cc1cc(C)ccc1[O-],0
2238,6.1,N,8,C=CCC(CC=C)(C(N1)=O)SC1=O,0
3939,3.53,O,0,OC(c(cccc1)c1Oc1ccccc1)=O,0
938_1,11.8,O,6,C[C@H](C(F)(F)F)[OH:4],0
713,3.3,O,0,OC(C(C=C(c1ccccc1)O1)=CC1=O)=O,0
7269,10.3,N,12,COc2ccc1[nH]cc(CC(C)[NH3+])c1c2,0
2859,0.78,N,2,Nc1[nH+]nnn1c2ccc(Cl)cc2,0
6182,4.95,N,8,O=S(c1ccccc1)(NBr)=O,0
536_1,8.4,N,11,C[C@H](C(=O)c1cccc(c1)Cl)[NH2+:14]C(C)(C)C,0
2410,8.06,O,0,Oc1cc(Br)cc(Br)c1,0
1948,10.47,N,2,CC[NH+](CC)CC(=O)[O-],0
286_1,1.96,N,7,Cc1c(c(ccc1[NH3+:9])N(=O)=O)C,0
2748,9.72,N,8,O=C([C@H]1[C@@H]2CCCC1)NC2=O,0
6510,7.15,N,4,NC(=S)C([NH3+])Cc1ccccc1,0
530_1,4.1,N,11,c1ccc2cc3c(cccc3[NH3+:15])cc2c1,0
5001,5.23,N,10,CCNc1nc(N)nc(N)[nH+]1,0
4512,6.3,O,15,CCCCN(C(c(cc(cc1)[N+]([O-])=O)c1O)=O)c(cc1)ccc1/N=N/c(cc1)cc2c1OCCOCCOCCOCCOCCO2,0
7216,4.36,N,11,Cn3ccc2ccc1ccc[nH+]c1c23,0
4609,4.52,N,9,Cc2cc(c1cccc[nH+]1)nn2C,0
227,8.49,N,19,COc(cc(cc1)S(C)=O)c1c1nc(cnnc2)c2[nH]1,0
6244,11.4,O,0,Oc1cc(c2ccccc2)n[nH]1,0
4981,3.58,N,8,CN(c1c(C(N2C)=O)[nH]c([N+]([O-])=O)n1)C2=O,0
524_1,2.8,N,6,c1ccc(cc1)/[NH+:14]=C/c2ccc(cc2)Cl,0
6582,9.4,N,6,COC(=O)C1C[NH+]2CCC1CC2,0
6240,4.69,N,7,c5ccc(c1cc[nH+]c4c1cc(c2ccccc2)c3cccnc34)cc5,0
5365,4.4,N,39,CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCCn1cc[nH+]c1,0
4803,0.9,N,9,Cc1cccc(C(O)=O)[nH+]1,0
3867,2.11,N,10,CN(C)S(=O)(=O)c1ccc([NH3+])cc1,0
5316,11.57,N,4,CCCC[NH+](CC[S-])CCCC,0
651,6.07,N,3,Cc1c[nH+]c3c(c1)c(C)cc2c(C)c(C)cnc23,0
6521,6.54,N,6,CCC(CC)(C(NC(N1C(c(cccc2)c2OC)=O)=O)=O)C1=O,0
1750,9.76,N,6,Nc1ccc(C[NH3+])cc1,0
1465,9.37,N,9,Cc1nc2ncncc2[nH]1,0
858,9.31,O,0,Oc1ccc(cc(cc2)Cl)c2c1,0
1147,1.4,N,8,c4ccc(c3ccc2[nH+]c(C[NH+]1CCOCC1)cn2n3)cc4,0
2137,9.55,N,11,COc1cc3c(cc1O)CC[NH+]4Cc2c(ccc(OC)c2OC)C[C@@H]34,0
7088,8.8,N,8,O=Cc1ncnc2c1[nH]cn2,0
2635,10.68,O,0,O/N=C(\CCCC1)/C1=N/O,0
6493,4.43,O,7,[NH3+]CCCCCC(O)=O,0
3945,9.77,N,9,Cc1cc(N)ccc1C[NH3+],0
4044,8.74,N,20,COc1ccc(C=O)cc1C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc4ccccc4,0
5427,10.29,N,7,CC(=O)OCC1C[NH+]2CCC1CC2,0
7164,6.19,N,8,O=C(/C=N/O)NCC[NH+]1CCOCC1,0
4475,3.805,N,7,CNc1nccc[nH+]1,0.015
2452,8.67,N,13,O=S(Cc1ccccc1)(c1ncc[nH]1)=O,0
6909,11.26,N,5,[O-]c1c(/C=N/NC(c2ccncc2)=O)cccc1,0
67_2,9,N,2,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl,0
752,3.92,O,0,OC(C(C=C1)c2c1cccc2)=O,0
3833,7.18,N,5,Cc4ccc3[nH+]c1CCCc1c(N2CCOCC2)c3c4,0
6670,8.23,N,5,[NH3+]CC(O)C[NH3+],0
2493,4.01,N,9,c3coc(CNc1nc[nH+]c2[nH]ncc12)c3,0
2390,10.55,N,10,CNc1ncnc2c1cn[nH]2,0
4845,10.47,N,1,C[NH+](C)CCCCCCCNC(=O)/C=N/[O-],0
5227,3.8,O,5,OC(CC(C(O)=O)N1)C1=O,0
2776,5.83,N,10,OCCCCc1cccc[nH+]1,0
4690,1.31,N,5,c2ccc1[nH][nH+]cc1c2,0
356_1,8.5,N,9,c1cc(c(c2c1[C@@H](C2)C[NH3+:10])O)O,0
7235,9.46,O,2,C/C(/O)=C/C(N)=O,0
5038,3.07,O,11,N#C/C(/c1ccccc1)=C\C(O)=O,0
6157,4.5,O,7,CCCC/C=[N+](\[O-])/O,0
294_2,10.28,N,2,NC(=[NH2+])c5ccc([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@H]2[C@@H]3CCCN34)c(F)c5F,0
4001,2.47,N,6,CSc1ccc([NH3+])cc1N(=O)=O,0
6000,1.75,N,12,CCN(CC)S(=O)(=O)c1ccc([NH3+])cc1,0
3446,9.92,O,0,Oc1cc2cc3ccccc3cc2cc1,0
1785,12.09,N,11,COc(cc1)ccc1C(c1n[nH]cc1)=O,0
1934,10.8,N,8,Cc(cc1)ccc1C(Nc(cc1)ccc1Cl)=S,0
5589,8.435,N,14,CC(/C=C(c1cccs1)\c2cccs2)[NH+]3CCCCC3,0.025
33_2,2.2,O,12,[NH3+]C(Cc1ccc(O)cc1)C(=O)O,0
3440,6.1,N,6,N#CC(C#N)=NNc(cccc1)c1O,0
5994,4.59,N,6,COc1ccc([NH+](C)CO)cc1,0
3906,11.48,O,15,CC(C)(C)Cc(cc1)cc(CN(C)C)c1O,0
3016,10.87,O,19,Cc1cc(Cc(cc(cc2)[N+]([O-])=O)c2[O-])cc(C)c1O,0
509,10.24,O,7,Cc(cc1)ccc1O,0.02
6982,8.78,N,2,CC[NH2+]CC(=O)N(CC)CC,0
4049,1.8,O,9,[NH3+]C(Cc1c[nH+]c[nH]1)C(O)=O,0
5366,6.4,N,6,CC/C=C/Cc1[nH+]c(C(=O)[O-])cn1[C@H](C(=O)[O-])C(C)(C)S,0
4342,4.85,N,8,c2cncc(c1cc[nH+]cc1)c2,0
6680,2.87,O,2,O=C(O)c1ccc[n+]([O-])c1,0.08
7379,9.85,S,3,CC(C)(S)CO,0
1184_1,2.5,O,13,c1ccc2c(c1)c(=O)cc([nH]2)C(=O)[OH:14],0
5576,6.94,N,8,Nc(cc1)ccc1S(Nc(cc1)nn1c(cc1)ccc1[N+]([O-])=O)(=O)=O,0
22_2,8.9,N,7,c2ccc(N1CC[NH2+]CC1)nc2,0
7282,1.56,N,8,Oc2ccc(/N=N/c1[nH+]ccs1)c(O)c2,0
3357,10.22,N,8,CCCCC1CCC[NH+]1C,0.02
3044,6.24,N,2,Cc2[nH+]ccc3c1cc([N+](=O)[O-])ccc1[nH]c23,0
1859,2.5,O,9,CC(N(CS(C1)=O)C1C(O)=O)=O,0
972_1,9.9,O,8,CCc1cccc(c1)[OH:9],0
4716,8.95,O,0,Oc1ncnc2cccnc12,0
2204,8.5,N,11,Cc1ccccc1/C(=N\CC[NH+](C)C)c2ccccc2C,0
2083,6.5,N,11,O=C(c1ccccc1)N(CC(N1)=O)C1=S,0
671_1,3.1,N,12,Cc2ccc(S(=O)(=O)NC(=O)N[NH+:17]1CCCCCC1)cc2,0
805_1,8.61,N,14,c1ccc(c(c1)Nc2nnc(o2)C(=O)[NH:24]c3ccc(c(c3)F)N4CCOCC4)F,0
